Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--5955,2020/07/31,1:53 PM,MONTREAL RD @ SHEFFORD RD (0012423),12423,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,376125.7265,5034853.57,45.44997224,-75.5881323,5633
20--5956,2020/07/31,10:00 AM,KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV (0007750),7750,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368849.6978,5031852.581,45.42367518,-75.68153346,5634
20--5957,2020/07/31,10:25 PM,CARLING AVE @ KIRKWOOD AVE N (0002358),2358,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364275.69,5027493.546,45.38485733,-75.74050336,5635
20--5958,2020/07/31,10:36 PM,MERIVALE RD btwn EMERALD PLAZA SC & MEADOWLANDS DR (__3ZA4HZB),__3ZA4HZB,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364833.4405,5023783.722,45.35142936,-75.73383239,5636
20--5959,2020/07/31,10:38 AM,HAWTHORNE RD @ HUNT CLUB RD (0007651),7651,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375507.746,5026406.532,45.37403319,-75.59724364,5637
20--596,2020/01/14,7:12 AM,ST. JOSEPH BLVD btwn R.C.M.P. COMPLEX & YOUVILLE DR (__3ZA2BHB),__3ZA2BHB,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,03 - Dawn,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,378725.0591,5036057.902,45.46053784,-75.55472443,5638
20--5960,2020/07/31,11:16 AM,BANK ST @ HERON RD (0002155),2155,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369995.7173,5026851.543,45.37857177,-75.66755156,5639
20--5961,2020/07/31,11:16 AM,INNES RD btwn 260 E OF BELCOURT BLVD/WALMART SC & JEANNE D'ARC BLVD/ME (__3ZA3JWB),__3ZA3JWB,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,01 - Minimal,1,1,,,,382594.0023,5035544.046,45.45549452,-75.50534108,5640
20--5962,2020/07/31,11:45 AM,WEST HUNT CLUB RD @ ANTARES DR/LASER ST (0000116),116,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367107.71,5022081.507,45.33591477,-75.70502454,5641
20--5963,2020/07/31,Unknown,RAVENHILL AVE btwn EDISON AVE & CHURCHILL AVE N (__3ZA0HF),__3ZA0HF,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,363273.9403,5028079.337,45.39021253,-75.75322506,5642
20--5964,2020/07/31,Unknown,JAMES ST btwn KENT ST & BANK ST (__3ZA8GP),__3ZA8GP,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,367786.9682,5030673.612,45.4131637,-75.69526303,5643
20--5830,2020/07/25,12:28 PM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383951.759,5036159.565,45.46087992,-75.48788469,5644
20--5965,2020/07/31,Unknown,ESTERBROOK DR btwn ROLLING MEADOW CRES & ROLLING MEADOW CRES (__67PTLR),__67PTLR,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,381713.6593,5032484.848,45.42806775,-75.5170734,5645
20--5966,2020/07/31,12:19 PM,BOOTH ST @ CARLING AVE (0002135),2135,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367094.7056,5029106.56,45.39912578,-75.70430467,5646
20--5967,2020/07/31,12:27 PM,RAMSAYVILLE RD btwn LOUISEIZE RD & NINTH LINE RD (__3ZBO25),__3ZBO25,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,379797.3921,5021293.175,45.32758024,-75.54325885,5647
20--5968,2020/07/31,12:37 AM,ARMSTRONG ST btwn HAMILTON AVE N & PARKDALE AVE (__3ZA0GS),__3ZA0GS,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,365057.7389,5029390.498,45.40185887,-75.73028592,5648
20--5969,2020/07/31,12:50 PM,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16 (__3ZA2W5),__3ZA2W5,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,385702.1423,5024476.094,45.3555619,-75.46742335,5649
20--597,2020/01/14,7:24 AM,PRINCE OF WALES DR @ FALLOWFIELD RD (0000566),566,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,4,0,0,0,,0,,,,,367399.706,5019166.472,45.30965976,-75.70166785,5650
20--5970,2020/07/31,12:53 PM,CAMPEAU DR @ CONACHER GT (0011761),11761,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,351581.2651,5019753.168,45.31617086,-75.90333171,5651
20--5971,2020/07/31,12:53 PM,CASPIAN ROW btwn BRITTANIC & CONTINENTAL AVE (e___2K8S),e___2K8S,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,353522.857,5014520.596,45.2689549,-75.87908325,5652
20--5972,2020/07/31,2:34 PM,ROCKCLIFFE PKWY btwn LISGAR RD & BUENA VISTA RD (__3ZAZPE),__3ZAZPE,04 - At/near private drive,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,368285.3843,5035188.199,45.45373927,-75.68831365,5653
20--5973,2020/07/31,3:03 PM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),576,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,363670.6892,5021246.497,45.3286982,-75.74897243,5654
20--5974,2020/07/31,3:10 PM,HAIG DR @ SMYTH RD (0007736),7736,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372564.7252,5029298.55,45.40034516,-75.63441698,5655
20--5975,2020/07/31,3:15 AM,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56 (__3ZA2XR),__3ZA2XR,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,375714.2581,5029522.04,45.40204407,-75.59415968,5656
20--5976,2020/07/31,3:34 AM,FALLOWFIELD RD @ O'KEEFE CRT (0010311),10311,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,1,0,0,0,02 - Minor,1,,1,,,360826.6621,5015320.422,45.2756079,-75.7859212,5657
20--5977,2020/07/31,3:39 PM,FAMILY BROWN LANE btwn GRANT CARMAN DR & MERIVALE RD (__3ZBPLO),__3ZBPLO,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365130.6125,5023461.742,45.34850673,-75.73007941,5658
20--5978,2020/07/31,3:52 PM,WOODROFFE AVE NB btwn WEST HUNT CLUB RD & SPORTSPLEX N (__3ZA245A),__3ZA245A,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363723.2721,5021156.803,45.32788673,-75.74831235,5659
20--5979,2020/07/31,3:57 PM,NORICE ST @ WOODROFFE AVE (0001542),1542,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363194.6858,5022397.493,45.33909456,-75.7549086,5660
20--598,2020/01/14,8:10 AM,CASTLEFRANK RD @ HAZELDEAN RD (0003608),3608,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,352677.8722,5017676.763,45.29741297,-75.88954648,5661
20--5980,2020/07/31,3:59 PM,BURRIS LANE @ MERIVALE RD (0002014),2014,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364880.7055,5025067.531,45.36297684,-75.7330732,5662
20--5981,2020/07/31,4:42 PM,CEDARVIEW RD @ JOCKVALE RD (0000788),788,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,2,1,0,0,01 - Minimal,1,1,,,,361474.6697,5015252.426,45.27494413,-75.77767054,5663
20--5982,2020/07/31,5:33 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365113.3272,5028644.751,45.39514401,-75.7296671,5664
20--5983,2020/07/31,6:30 PM,WELDON DR btwn BELGATE WAY & MURDOCK GT (1) (__3ZA1SC),__3ZA1SC,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,372552.4267,5032237.228,45.42678723,-75.63417009,5665
20--5984,2020/07/31,7:18 AM,LAURIER AVE @ NICHOLAS ST (0010711),10711,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,1,0,0,02 - Minor,1,,1,,,368373.6405,5031798.27,45.42322993,-75.68762321,5666
20--5985,2020/07/31,7:27 PM,CARLING AVE @ WOODROFFE AVE W (0011470),11470,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,361767.6874,5025725.531,45.36915736,-75.77273153,5667
20--5986,2020/07/31,8:10 PM,MARAVISTA DR @ STRANDHERD DR (0013565),13565,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,361288.4381,5014584.958,45.26895318,-75.78011984,5668
20--5987,2020/07/31,8:21 PM,WOODFIELD DR btwn DOWNSVIEW CRES & MERIVALE RD (__3ZA00W),__3ZA00W,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,03 - Major,1,,,1,,365344.2226,5022261.036,45.33768453,-75.72750058,5669
20--5988,2020/07/31,8:50 AM,DALHOUSIE ST @ MURRAY ST (0008241),8241,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368000.6991,5032573.595,45.43023984,-75.69228888,5670
20--5989,2020/07/31,9:18 PM,MALAK ST btwn BRADLEY COLE PRIV & HUNT CLUB RD (__3ZA8M1),__3ZA8M1,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,374163.1745,5025711.778,45.36791648,-75.61450584,5671
20--599,2020/01/14,8:15 PM,INNES RD btwn BLAIR RD & ANDERSON RD (__3ZA3JZ),__3ZA3JZ,01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,376020.458,5031695.685,45.42157022,-75.58993479,5672
20--5990,2020/07/31,9:30 AM,FALLOWFIELD RD @ RICHMOND RD (0000634),634,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,357721.6335,5013529.408,45.25973259,-75.82568385,5673
20--5991,2020/07/31,9:34 AM,KING EDWARD AVE @ RIDEAU ST (0002121),2121,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,368511.7089,5032413.583,45.42875374,-75.68577949,5674
20--5992,2020/07/31,9:55 AM,DUNDONALD DR @ KILBIRNIE DR (0011063),11063,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,365576.0365,5012295.715,45.24799714,-75.72576417,5675
20--5577,2020/07/15,7:01 PM,MIIKANA RD btwn CEDAR CREEK DR & KELLY FARM DR (__45C8OG),__45C8OG,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375738.966,5019433.56,45.3112701,-75.59529183,5676
20--6029,2020/08/03,3:33 PM,BANK ST @ HUNT CLUB RD (0002119),2119,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371608.7353,5024096.504,45.35363095,-75.6473306,5677
20--5757,2020/07/23,Unknown,ST. LOUIS DR btwn ST. ANDRE DR & ORLEANS BLVD (__3ZBO3E),__3ZBO3E,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,379748.8112,5038358.817,45.48113061,-75.54128465,5678
20--6117,2020/08/06,5:14 PM,OGILVIE RD btwn MURDOCK GT & CUMMINGS AVE (__3ZBN9A),__3ZBN9A,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,372705.7047,5032149.073,45.42597919,-75.63222368,5679
20--5578,2020/07/15,7:10 PM,SOMERSET ST    W btwn BECKINGTON PRIV & BANK ST (__3ZAZQ1),__3ZAZQ1,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,367677.4147,5030905.182,45.41525714,-75.69663303,5680
20--5758,2020/07/23,Unknown,GRAND CANAL ST btwn BURRITTS RAPIDS PL & CAMBRIAN RD (__61W6TD),__61W6TD,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,364170.6145,5012538.824,45.25030461,-75.74363745,5681
20--603,2020/01/14,9:05 AM,RIVERSIDE DR btwn HUNT CLUB RD & KIMBERWICK CRES (__3ZBOEN),__3ZBOEN,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,368050.4325,5022152.702,45.33647102,-75.69298857,5682
20--5579,2020/07/15,8:19 AM,BASELINE RD/HERON RD @ PRINCE OF WALES DR (0002345),2345,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366873.7137,5026438.537,45.3751392,-75.7074627,5683
20--6030,2020/08/03,5:00 PM,STRANDHERD DR @ LONGFIELDS DR (0010935),10935,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364549.1129,5015174.22,45.27398591,-75.73849897,5684
20--6118,2020/08/06,5:25 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365028.8068,5028497.378,45.39382526,-75.73076451,5685
20--5759,2020/07/23,Unknown,MULLCRAFT CRES btwn WOODPARK WAY & WOODPARK WAY (__3ZA1BK),__3ZA1BK,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,365249.6267,5017343.384,45.29344409,-75.7293075,5686
20--558,2020/01/13,8:30 PM,LEBRETON ST @ SOMERSET ST (0006348),6348,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,366681.6917,5030319.56,45.41007665,-75.7094274,5687
20--6031,2020/08/03,5:19 PM,CARLING AVE EB btwn VICK AVE & HIGH ST (__3ZA4VT),__3ZA4VT,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,359892.4767,5024541.522,45.3586536,-75.79680125,5688
20--6119,2020/08/06,6:30 PM,COLONEL MURRAY ST @ PERTH ST (0000125),125,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,356851.6264,5006352.352,45.19521646,-75.83751917,5689
20--576,2020/01/14,2:23 PM,BEAUDRY ST btwn STEVENS AVE & DONALD ST (__3ZA8Z0),__3ZA8Z0,04 - At/near private drive,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,370830.9665,5032375.639,45.42819722,-75.65614819,5690
20--5760,2020/07/23,12:25 PM,HARTLEIGH AVE btwn RICHMOND RD & MIDWAY AVE (__3ZAACO),__3ZAACO,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,361199.1927,5025996.741,45.37164367,-75.77995758,5691
20--5761,2020/07/23,12:55 PM,CARP RD @ ROTHBOURNE RD (0002007),2007,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,348253.5661,5014875.446,45.27249329,-75.94619991,5692
20--5762,2020/07/23,2:15 PM,HAZELDEAN RD @ TERRY FOX DR (0003682),3682,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,352207.6135,5017242.446,45.29353676,-75.89558357,5693
20--5763,2020/07/23,2:40 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364985.7165,5028420.119,45.3931338,-75.73132422,5694
20--5764,2020/07/23,3:46 PM,MITCH OWENS RD btwn RIVER RD & SPRATT RD (__3ZA38F),__3ZA38F,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369559.6366,5010804.418,45.23422331,-75.67521574,5695
20--5765,2020/07/23,3:50 PM,ARGYLE AVE btwn METCALFE ST & ELGIN ST (__3ZA9TS),__3ZA9TS,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,368469.324,5030657.224,45.41295449,-75.68654808,5696
20--5766,2020/07/23,4:36 PM,DIAMONDVIEW RD @ DONALD B. MUNRO DR (0011597),11597,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,3,0,0,0,,0,,,,,338123.5131,5022171.514,45.33869994,-76.07480916,5697
20--5767,2020/07/23,4:40 PM,8TH LINE RD @ PARKWAY RD (0001611),1611,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,383165.7874,5016891.448,45.28760827,-75.50099067,5698
20--5768,2020/07/23,4:50 PM,CAVENDISH RD @ PLEASANT PARK RD (0011551),11551,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,370181.7231,5028446.538,45.39290566,-75.66496553,5699
20--5769,2020/07/23,5:07 PM,VANIER PKWY NB btwn RIVERSIDE DR & HWY417 IC117 RAMP26 (__3ZA4TH),__3ZA4TH,07 - Overpass or bridge,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370810.7453,5031248.037,45.41805344,-75.65655768,5700
20--577,2020/01/14,3:25 PM,HAWTHORNE AVE/ISABELLA ST @ QUEEN ELIZABETH DR (0002105),2105,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368665.71,5030476.576,45.41131119,-75.68406267,5701
20--5770,2020/07/23,5:15 PM,ANDERSON RD @ INNES RD (0004200),4200,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,376280.7427,5031841.565,45.42285621,-75.5865881,5702
20--5771,2020/07/23,5:18 PM,ABBEYHILL DR @ EAGLESON RD (0003404),3404,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,353827.5914,5018034.465,45.30055236,-75.8748528,5703
20--5772,2020/07/23,5:23 PM,DIAMONDVIEW RD @ DONALD B. MUNRO DR (0011597),11597,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,338123.5267,5022171.517,45.33869997,-76.07480898,5704
20--5773,2020/07/23,5:23 PM,SHEA RD btwn GARVIN RD & HEMPHILL ST (__3ZBNC9),__3ZBNC9,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,356679.4607,5007938.777,45.20950429,-75.83954509,5705
20--5774,2020/07/23,5:49 AM,MONTREAL RD btwn SINCLAIR ST & SHEFFORD RD (__3ZA2D0),__3ZA2D0,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,376039.3112,5034800.888,45.44950705,-75.58924457,5706
20--5775,2020/07/23,5:50 PM,CARLING AVE @ KEMPSTER AVE/FAMOUS PLAYERS THEA (0002395),2395,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,359210.6706,5024119.513,45.35490961,-75.80554961,5707
20--5776,2020/07/23,6:33 PM,CROSSKEYS PL/HELENE CAMPBELL RD @ STRANDHERD DR (0015337),15337,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360982.3112,5014901.733,45.27182808,-75.78398493,5708
20--5777,2020/07/23,6:52 AM,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51 (__3ZA20L),__3ZA20L,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,350345.4457,5018210.835,45.30237377,-75.9192348,5709
20--5778,2020/07/23,7:15 AM,LAURIER AVE @ NICHOLAS ST (0010711),10711,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368373.6369,5031798.269,45.42322993,-75.68762326,5710
20--5779,2020/07/23,7:58 AM,ROSEBELLA AVE btwn ALBION RD & FIRST (1ST) ST (__3ZA8O3),__3ZA8O3,01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,372398.289,5023071.378,45.34433155,-75.63739492,5711
20--578,2020/01/14,4:00 PM,ABBEYHILL DR @ EAGLESON RD (0003404),3404,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,353827.6198,5018034.457,45.30055229,-75.87485244,5712
20--5780,2020/07/23,8:15 PM,EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D (0003544),3544,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,01 - Minimal,1,1,,,,354382.6239,5016623.433,45.28781664,-75.86791712,5713
20--5781,2020/07/23,8:20 AM,MERIVALE RD/LOTTA AVE @ CLYDE AVE (0001112),1112,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,4,0,0,0,01 - Minimal,2,2,,,,364521.6956,5024507.522,45.35796863,-75.7377232,5714
20--5782,2020/07/23,8:30 AM,MERIVALE RD btwn GILBEY DR & KIMWAY CRES (__3ZBOC0),__3ZBOC0,04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364694.6215,5024741.043,45.36005507,-75.73548791,5715
